"address","categoryId","city","contactPhone","country","createdAt","description","evidence","geo","id","images","kind","location","locationGranularity","name","price","promotionTier","remote","salary","source","sourceUrl","sponsoredUntil","state","subtype","tags","title","type","updatedAt","website"
"1982 Main Street, Snellville, GA 30078","markets","Snellville","","USA","","","1982 Main Street, Snellville, GA 30078","{""formatted_address"":{""S"":""1982 Main St E, Snellville, GA 30078, USA""},""location_type"":{""S"":""ROOFTOP""}}","s-s-habesha-market-snellville-ga-market-163b7b98d5584e06","[]","","{""lat"":{""N"":""33.8555991""},""lon"":{""N"":""-83.9955217""}}","","S&S Habesha Market","","","","","openai_web_search+google_geocode","https://sshabeshamarket.com/","","GA","market","[{""S"":""Ethiopian""},{""S"":""Eritrean""},{""S"":""Habesha""},{""S"":""grocery""},{""S"":""market""},{""S"":""injera""}]","","grocery","2025-12-19T17:57:54.335486+00:00","https://sshabeshamarket.com/"
"1919 9th Street NW, Washington, DC 20009","markets","Washington","202-232-1919","USA","","","1919 9th Street NW, Washington, DC 20009","{""formatted_address"":{""S"":""1919 9th St NW, Washington, DC 20001, USA""},""location_type"":{""S"":""ROOFTOP""}}","habesha-market-carry-out-washington-dc-market-722f415637281ba3","[]","","{""lat"":{""N"":""38.91634440000001""},""lon"":{""N"":""-77.02375529999999""}}","","Habesha Market & Carry-out","","","","","openai_web_search+google_geocode","https://www.habeshamarket.com","","DC","market","[{""S"":""Ethiopian""},{""S"":""Eritrean""},{""S"":""Habesha""},{""S"":""grocery""},{""S"":""market""},{""S"":""injera""}]","","grocery","2025-12-19T17:57:54.525450+00:00","https://www.habeshamarket.com"
"3415 Main St","restaurants","Kansas City","(816) 756-5111","USA","","","Habesha Restaurant is the most enduring Ethiopian restaurant in the Kansas City, Main Street district. We provide a large variety of vegetarian and non vegetarian entrees for you to enjoy. We even have live Jazz on weeke","{""formatted_address"":{""S"":""3415 Main St, Kansas City, MO 64111, USA""},""location_type"":{""S"":""ROOFTOP""}}","habesha-restaurant-bar-kansas-city-mo-ethiopian-b685e0bf5d3ace4e","[]","","{""lat"":{""N"":""39.0651496""},""lon"":{""N"":""-94.5853526""}}","","Habesha Restaurant & Bar","","","","","openai_web_search+google_geocode","https://www.mapquest.com/us/missouri/habesha-restaurant-bar-ethiopian-eritrean-cuisine-783271925","","MO","Ethiopian","[{""S"":""Ethiopian""},{""S"":""Kansas City""}]","","restaurant","2025-12-19T17:55:04.283313+00:00","https://habesharestaurantkc.com"
"123 Pickett Street, Alexandria, VA 22304","markets","Alexandria","","USA","","","123 Pickett Street, Alexandria, VA 22304","{""formatted_address"":{""S"":""123 S Pickett St, Alexandria, VA 22304, USA""},""location_type"":{""S"":""RANGE_INTERPOLATED""}}","world-food-alexandria-va-market-3a1e41280cd0c67c","[]","","{""lat"":{""N"":""38.8099672""},""lon"":{""N"":""-77.1234642""}}","","World Food","","","","","openai_web_search+google_geocode","https://washingtoncitypaper.com/article/179472/teff-love-a-search-for-the-regions-top-injera-leads-to-an-alexandria-strip-mall/","","VA","market","[{""S"":""Ethiopian""},{""S"":""Eritrean""},{""S"":""Habesha""},{""S"":""grocery""},{""S"":""market""},{""S"":""injera""}]","","grocery","2025-12-19T17:57:54.657089+00:00",""
"3013A Georgia Avenue NW","","Washington","202-450-6391","USA","","","Kokeb Ethiopian Restaurant 3013A Georgia Avenue NW, Washington , DC 20001 202-450-6391","{""formatted_address"":{""S"":""3013a Georgia Ave NW, Washington, DC 20001, USA""},""location_type"":{""S"":""ROOFTOP""},""granularity"":{""S"":""street""},""geocoded_from"":{""S"":""3013A Georgia Avenue NW, Washington, DC, USA""}}","kokeb-ethiopian-restaurant-washington-dc-ethiopian-1e40e00cdf60eb27","[]","place","{""lat"":{""N"":""38.9285939""},""lon"":{""N"":""-77.0230062""}}","street","Kokeb Ethiopian Restaurant","N/A","",false,"N/A","openai_web_search+google_geocode","https://oaa.dc.gov/sites/default/files/dc/sites/oaa/page_content/attachments/Africancomp.pdf","","DC","Ethiopian","[{""S"":""Ethiopian restaurant""},{""S"":""Washington DC""}]","Ethiopian Restaurant","restaurant","2025-12-19T01:27:44.705269+00:00","N/A"
"2940 Northeast Alberta Street","restaurants","Portland","(503) 555-5678","United States","","","Abyssinian Kitchen is an Ethiopian and Eritrean restaurant in Portland, Oregon, United States.","{""formatted_address"":{""S"":""2940 NE Alberta St, Portland, OR 97211, USA""},""location_type"":{""S"":""ROOFTOP""}}","abyssinian-kitchen-portland-oregon-ethiopian-5343afb1652278fa","[]","","{""lat"":{""N"":""45.5588858""},""lon"":{""N"":""-122.6350114""}}","","Abyssinian Kitchen","","","","","openai_web_search+google_geocode","https://en.wikipedia.org/wiki/Abyssinian_Kitchen","","Oregon","Ethiopian","[{""S"":""Ethiopian""},{""S"":""Eritrean""}]","","restaurant","2025-12-19T17:55:27.901441+00:00","https://www.abyssiniankitchen.com"
"","rentals","","","","2025-12-23T23:16:51.330860+00:00","","","","16df460c-16eb-4c81-b4b1-2ccfce0b58e9","","","","","rent5","","",false,"","","","","","","","","","2025-12-23T23:16:51.330860+00:00",""
"16860 Lorain Avenue","restaurants","Cleveland","216-400-6539","United States","","","Habesha Restaurant, which will feature Ethiopian and Eritrean cuisine, will open in the space formerly occupied by Gyro World at 16860 Lorain Avenue.","{""formatted_address"":{""S"":""16860 Lorain Ave, Cleveland, OH 44111, USA""},""location_type"":{""S"":""ROOFTOP""}}","habesha-restaurant-cleveland-ohio-ethiopian-cda4a330f3d02d2b","[]","","{""lat"":{""N"":""41.4507214""},""lon"":{""N"":""-81.81507069999999""}}","","Habesha Restaurant","","","","","openai_web_search+google_geocode","https://westparkkamms.org/small-business-spotlight/habesha-restaurant-offers-west-park-ethiopian-and-eritrean-cuisine/","","Ohio","Ethiopian","[{""S"":""Ethiopian""},{""S"":""Restaurant""}]","","restaurant","2025-12-19T17:55:45.619776+00:00",""
"Washington, DC","services","Washington","Not provided","USA","","","""Aseged Yimer & Associates Law Offices"" listed under Ethiopian Lawyers Near Me.","{""formatted_address"":{""S"":""Washington, DC, USA""},""location_type"":{""S"":""APPROXIMATE""}}","aseged-yimer-associates-law-offices-washington-dc-lawyer-77b93f33cc646062","[]","","{""lat"":{""N"":""38.9071923""},""lon"":{""N"":""-77.0368707""}}","","Aseged Yimer & Associates Law Offices","","","","","openai_web_search+google_geocode","https://habeshayellowpages.com/listings/ethiopian-lawyers-near-me/","","DC","lawyer","[{""S"":""lawyer""},{""S"":""Ethiopian""}]","","business","2025-12-19T18:03:38.884717+00:00","https://habeshayellowpages.com/listings/ethiopian-lawyers-near-me/"
"3415 Main St","restaurants","Kansas City","(816) 756-5111","USA","","","Habesha Restaurant is the most enduring Ethiopian restaurant in the Kansas City, Main Street district.","{""formatted_address"":{""S"":""3415 Main St, Kansas City, MO 64111, USA""},""location_type"":{""S"":""ROOFTOP""}}","habesha-restaurant-kansas-city-mo-ethiopian-cfc12695e134497e","[]","","{""lat"":{""N"":""39.0651496""},""lon"":{""N"":""-94.5853526""}}","","Habesha Restaurant","","","","","openai_web_search+google_geocode","https://habesharestaurantkc.com","","MO","Ethiopian","[{""S"":""Ethiopian""},{""S"":""Kansas City""}]","","restaurant","2025-12-19T17:55:19.970729+00:00","https://habesharestaurantkc.com"
"","rentals","","","","2025-12-24T20:13:19.372179+00:00","","","","bf31059f-862c-435b-a5d7-2634d772365a","","","","","lll","","homeSponsored",false,"","","","1767212012","","","","","","2025-12-24T20:13:32.440230+00:00",""
"Bole, K03/05","restaurants","Addis Ababa","+251 91 283 8383","Ethiopia","","","Address: Bole, K03/05, Addis Ababa, Ethiopia","{""formatted_address"":{""S"":""Bole, Addis Ababa, Ethiopia""},""location_type"":{""S"":""APPROXIMATE""}}","2000-habesha-cultural-restaurant-addis-ababa-addis-ababa-ethiopian-db8f5d45b33b2f75","[]","","{""lat"":{""N"":""8.9831138""},""lon"":{""N"":""38.8100855""}}","","2000 Habesha Cultural Restaurant","","","","","openai_web_search+google_geocode","https://2000habesha.net/","","Addis Ababa","Ethiopian","[{""S"":""Ethiopian""},{""S"":""Eritrean""},{""S"":""Habesha""}]","","restaurant","2025-12-19T17:56:02.746399+00:00","https://2000habesha.net/"
"2940 Northeast Alberta Street","restaurants","Portland","(503) 477-7777","USA","","","Abyssinian Kitchen is an Ethiopian and Eritrean restaurant in Portland, Oregon.","{""formatted_address"":{""S"":""2940 NE Alberta St, Portland, OR 97211, USA""},""location_type"":{""S"":""ROOFTOP""}}","abyssinian-kitchen-portland-or-ethiopian-ee3f473e830391f5","[]","","{""lat"":{""N"":""45.5588858""},""lon"":{""N"":""-122.6350114""}}","","Abyssinian Kitchen","","","","","openai_web_search+google_geocode","https://abyssiniankitchen.com/","","OR","Ethiopian","[{""S"":""Ethiopian""},{""S"":""Eritrean""},{""S"":""Portland""}]","","restaurant","2025-12-19T17:55:19.496913+00:00","https://abyssiniankitchen.com/"
"245 Eleventh Avenue","restaurants","New York","(212) 555-1234","USA","","","Hav & Mar is a restaurant in Chelsea, New York City opened by Marcus Samuelsson. The food is described as 'Swediopian,' a mix of Swedish and Ethiopian primarily serving seafood.","{""formatted_address"":{""S"":""245 11th Ave, New York, NY 10001, USA""},""location_type"":{""S"":""ROOFTOP""}}","hav-mar-new-york-ny-ethiopian-4f0a37fd2a86f2ad","[]","","{""lat"":{""N"":""40.7450991""},""lon"":{""N"":""-74.0080411""}}","","Hav & Mar","","","","","openai_web_search+google_geocode","https://en.wikipedia.org/wiki/Hav_%26_Mar","","NY","Ethiopian","[{""S"":""Ethiopian""},{""S"":""Swediopian""},{""S"":""Seafood""}]","","restaurant","2025-12-19T17:55:49.537972+00:00","https://www.havandmar.com/"
"","rentals","","","","2025-12-23T20:27:07.799629+00:00","","","","6109c20c-f778-4f8b-b772-4f99123bcc56","","","","","Test Listing","","",false,"","","","","","","","","","2025-12-23T20:27:07.799629+00:00",""
"16860 Lorain Avenue","restaurants","Cleveland","(216) 400-6539","USA","","","Habesha Ethiopian and Eritrean Restaurant in Cleveland, OH is a welcoming establishment.","{""formatted_address"":{""S"":""16860 Lorain Ave, Cleveland, OH 44111, USA""},""location_type"":{""S"":""ROOFTOP""}}","habesha-restaurant-cleveland-oh-ethiopian-e31b69d48edf109b","[]","","{""lat"":{""N"":""41.4507214""},""lon"":{""N"":""-81.81507069999999""}}","","Habesha Restaurant","","","","","openai_web_search+google_geocode","https://habeshacle.com","","OH","Ethiopian","[{""S"":""Ethiopian""},{""S"":""Eritrean""},{""S"":""Cleveland""}]","","restaurant","2025-12-19T17:55:19.729874+00:00","https://habeshacle.com"
"","rentals","","","","2025-12-23T23:16:40.128661+00:00","","","","456a34a2-073a-4e3f-8623-842e295fe1dc","","","","","rent5","","",false,"","","","","","","","","","2025-12-23T23:16:40.128661+00:00",""
"Washington, DC","services","Washington","Not provided","USA","","","""Law Offices of Meles & Associates"" listed under Ethiopian Lawyers Near Me.","{""formatted_address"":{""S"":""Washington, DC, USA""},""location_type"":{""S"":""APPROXIMATE""}}","law-offices-of-meles-associates-washington-dc-lawyer-0578b22ada383078","[]","","{""lat"":{""N"":""38.9071923""},""lon"":{""N"":""-77.0368707""}}","","Law Offices of Meles & Associates","","","","","openai_web_search+google_geocode","https://habeshayellowpages.com/listings/ethiopian-lawyers-near-me/","","DC","lawyer","[{""S"":""lawyer""},{""S"":""Ethiopian""}]","","business","2025-12-19T18:03:38.738122+00:00","https://habeshayellowpages.com/listings/ethiopian-lawyers-near-me/"
"878 Valencia St","restaurants","San Francisco","415-285-2728","USA","","","A hidden gem in the heart of San Francisco's Mission District.","{""formatted_address"":{""S"":""878 Valencia St, San Francisco, CA 94110, USA""},""location_type"":{""S"":""ROOFTOP""}}","cafe-ethiopia-san-francisco-ca-ethiopian-5f4d053d6a94cf18","[]","","{""lat"":{""N"":""37.7588712""},""lon"":{""N"":""-122.4216608""}}","","Cafe Ethiopia","","","","","openai_web_search+google_geocode","https://cafe-ethiopia.wa-cafe.com/","","CA","Ethiopian","[{""S"":""Ethiopian""},{""S"":""San Francisco""}]","","restaurant","2025-12-19T17:55:35.975571+00:00","https://cafe-ethiopia.wa-cafe.com/"
"","rentals","","","","2025-12-23T21:11:01.053602+00:00","","","","ccbd442a-6d94-4c8f-bb22-7acf3009aeb3","","","","","rentals","","",false,"","","","","","","","","","2025-12-23T21:11:01.053602+00:00",""
"5145 Duke St, Alexandria, VA 22304","","Alexandria","703-566-3855","US","","","5145 Duke St, Alexandria, VA 22304","{""formatted_address"":{""S"":""5145 Duke St, Alexandria, VA 22304, USA""},""location_type"":{""S"":""ROOFTOP""}}","sora-ethiopian-market-cafe-alexandria-va-ethiopian-717b4d59ad0eb784","[]","","{""lat"":{""N"":""38.8126448""},""lon"":{""N"":""-77.1211455""}}","","Sora Ethiopian Market & Cafe","","","","","openai_web_search+google_geocode","https://ethiopiandining.com/restaurants/sora-ethiopian-market-cafe/","","VA","ethiopian","[{""S"":""Ethiopian Restaurant""}]","","restaurant","2025-12-18T02:21:41.747338+00:00","https://ethiopiandining.com/restaurants/sora-ethiopian-market-cafe/"
"Washington, DC","services","Washington","Not provided","USA","","","""Law Office of Fekade"" listed under Ethiopian Lawyers Near Me.","{""formatted_address"":{""S"":""Washington, DC, USA""},""location_type"":{""S"":""APPROXIMATE""}}","law-office-of-fekade-washington-dc-lawyer-fb315e4bdfb63383","[]","","{""lat"":{""N"":""38.9071923""},""lon"":{""N"":""-77.0368707""}}","","Law Office of Fekade","","","","","openai_web_search+google_geocode","https://habeshayellowpages.com/listings/ethiopian-lawyers-near-me/","","DC","lawyer","[{""S"":""lawyer""},{""S"":""Ethiopian""}]","","business","2025-12-19T18:03:38.548043+00:00","https://habeshayellowpages.com/listings/ethiopian-lawyers-near-me/"
"1982 Main Street, Snellville, GA 30078","markets","Snellville","(770) 674-9999","USA","","","Located at 1982 Main Street Suite H, our store is here to bring a taste of Ethiopia to Georgia.","{""formatted_address"":{""S"":""1982 Main St E, Snellville, GA 30078, USA""},""location_type"":{""S"":""ROOFTOP""}}","s-s-habesha-market-snellville-ga-ethiopian-6767d28c9bbf6b42","[]","","{""lat"":{""N"":""33.8555991""},""lon"":{""N"":""-83.9955217""}}","","S&S Habesha Market","","","","","openai_web_search+google_geocode","https://sshabeshamarket.com/","","GA","Ethiopian","[{""S"":""Ethiopian market""},{""S"":""injera""},{""S"":""coffee""},{""S"":""spices""}]","","market","2025-12-19T17:58:16.918448+00:00","https://sshabeshamarket.com/"
"907 Irving St","restaurants","San Francisco","415-681-1288","USA","","","A vibrant gem in San Francisco where the rich flavors of Eritrean and Ethiopian cuisine come alive!","{""formatted_address"":{""S"":""907 Irving St, San Francisco, CA 94122, USA""},""location_type"":{""S"":""ROOFTOP""}}","new-eritrea-restaurant-san-francisco-ca-ethiopian-07c605677c114f8a","[]","","{""lat"":{""N"":""37.7638181""},""lon"":{""N"":""-122.4676697""}}","","New Eritrea Restaurant","","","","","openai_web_search+google_geocode","https://ethiopian-food.org/restaurants/new-eritrea-restaurant/","","CA","Ethiopian","[{""S"":""Eritrean""},{""S"":""San Francisco""}]","","restaurant","2025-12-19T17:55:35.841438+00:00","https://ethiopian-food.org/restaurants/new-eritrea-restaurant/"
"","rentals","","","","2025-12-24T19:34:55.608518+00:00","","","","81bb622c-2460-4eb7-af6f-931a4a50eeef","","","","","loging","","",false,"","","","","","","","","","2025-12-24T19:34:55.608518+00:00",""
"Bole Medhaniyalem Area","restaurants","Addis Ababa","+251 11 661 2176","Ethiopia","","","YOD Abyssinia Traditional Restaurant, established in 2003, is one of the pioneering and most reputable traditional restaurants in Addis Ababa, introducing proudly the Ethiopian hospitality through diverse cuisines, cultu","{""formatted_address"":{""S"":""33 Cameroon St, Addis Ababa, Ethiopia""},""location_type"":{""S"":""ROOFTOP""}}","yod-abyssinia-traditional-restaurant-addis-ababa-addis-ababa-ethiopian-80dac4779836121d","[]","","{""lat"":{""N"":""8.993977""},""lon"":{""N"":""38.7906202""}}","","YOD Abyssinia Traditional Restaurant","","","","","openai_web_search+google_geocode","https://www.icwe-secretariat.com/files/eLA15/Restaurants_and_social_events.pdf","","Addis Ababa","Ethiopian","[{""S"":""Ethiopian""},{""S"":""Addis Ababa""}]","","restaurant","2025-12-19T17:55:04.852189+00:00","https://www.yodabyssinia.com"
"Alexandria, VA","rentals","","4694047297","","2025-12-25T13:48:18.752793+00:00","","","","eccb39f5-0162-421a-8cb4-85b230b634fb","","","","","Room mate wanted","","",false,"","","","","","","","","","2025-12-25T13:48:18.752793+00:00",""
"16860 Lorain Ave","restaurants","Cleveland","(216) 400-6539","USA","","","Habesha Ethiopian and Eritrean Restaurant in Cleveland, OH is a welcoming establishment that celebrates the unity and cultural richness of the Ethiopian and Eritrean communities.","{""formatted_address"":{""S"":""16860 Lorain Ave, Cleveland, OH 44111, USA""},""location_type"":{""S"":""ROOFTOP""}}","habesha-ethiopian-and-eritrean-restaurant-cleveland-oh-ethiopian-bd6f23b5639e873b","[]","","{""lat"":{""N"":""41.4507214""},""lon"":{""N"":""-81.81507069999999""}}","","Habesha Ethiopian and Eritrean Restaurant","","","","","openai_web_search+google_geocode","https://www.mapquest.com/us/ohio/habesha-ethiopian-and-eritrean-restaurant-428756585","","OH","Ethiopian","[{""S"":""Ethiopian""},{""S"":""Eritrean""},{""S"":""Cleveland""}]","","restaurant","2025-12-19T17:55:04.495122+00:00","https://habeshacle.com"
"2413 Northeast Martin Luther King Jr. Boulevard","restaurants","Portland","(503) 555-2345","United States","","","Queen of Sheba is an Ethiopian restaurant in Portland, Oregon.","{""formatted_address"":{""S"":""2413 NE Martin Luther King Jr Blvd, Portland, OR 97212, USA""},""location_type"":{""S"":""ROOFTOP""}}","queen-of-sheba-portland-oregon-ethiopian-36859a3b53a9ef45","[]","","{""lat"":{""N"":""45.54026469999999""},""lon"":{""N"":""-122.6618327""}}","","Queen of Sheba","","","","","openai_web_search+google_geocode","https://en.wikipedia.org/wiki/Queen_of_Sheba_%28restaurant%29","","Oregon","Ethiopian","[{""S"":""Ethiopian""}]","","restaurant","2025-12-19T17:55:28.469209+00:00","https://queenofsheba.biz"
"Addis Ababa, Ethiopia","jobs","Addis Ababa","N/A","Ethiopia","","","INTERN – PUBLIC INFORMATION – DIGITAL COMMUNICATIONS

United Nations Office to the African Union (UNOAU)

Location: Addis Ababa, Ethiopia","{""formatted_address"":{""S"":""Addis Ababa, Ethiopia""},""location_type"":{""S"":""APPROXIMATE""},""granularity"":{""S"":""city""},""geocoded_from"":{""S"":""Addis Ababa, Addis Ababa, Ethiopia""}}","united-nations-office-to-the-african-union-unoau-addis-ababa-addis-ababa-internship-a5b271a5cbde89ec","[]","job","{""lat"":{""N"":""9.0191936""},""lon"":{""N"":""38.7524635""}}","city","United Nations Office to the African Union (UNOAU)","N/A","",false,"N/A","openai_web_search+google_geocode","https://www.alljobspo.com/ethiopia-jobs/job-details/288854","","Addis Ababa","Internship","[{""S"":""UNOAU""},{""S"":""Internship""},{""S"":""Public Information""},{""S"":""Addis Ababa""},{""S"":""Ethiopia""}]","INTERN – PUBLIC INFORMATION – DIGITAL COMMUNICATIONS","job","2025-12-19T17:51:24.306945+00:00","https://www.alljobspo.com/ethiopia-jobs/job-details/288854"
"","rentals","","","","2025-12-24T18:35:55.890593+00:00","","","","baee353b-95a0-4a2c-9a7b-9991b77a7f78","","","","","test save and promote both works","","",false,"","","","","","","","","","2025-12-24T18:35:55.890593+00:00",""
"Seattle, WA","markets","Seattle","(206) 324-2527","USA","","","At Habesha Cafe, we offer far more than just delicious prepared food.","{""formatted_address"":{""S"":""Seattle, WA, USA""},""location_type"":{""S"":""APPROXIMATE""}}","habesha-cafe-ethiopian-market-seattle-wa-ethiopian-cbc4d8e2807687ba","[]","","{""lat"":{""N"":""47.6061389""},""lon"":{""N"":""-122.3328481""}}","","Habesha Cafe Ethiopian Market","","","","","openai_web_search+google_geocode","https://habesha.cafe/habesha-market/","","WA","Ethiopian","[{""S"":""Ethiopian market""},{""S"":""injera""},{""S"":""spices""},{""S"":""coffee""}]","","market","2025-12-19T17:58:17.148583+00:00","https://habesha.cafe/habesha-market/"
"5020 Telegraph Ave","restaurants","Oakland","510-547-5100","USA","","","Enjoy fresh ingredients, great friendly service in a relaxed, casual, authentic atmosphere.","{""formatted_address"":{""S"":""5020 Telegraph Ave, Oakland, CA 94609, USA""},""location_type"":{""S"":""ROOFTOP""}}","asmara-restaurant-oakland-ca-ethiopian-b42c0beec2cb767a","[]","","{""lat"":{""N"":""37.8367464""},""lon"":{""N"":""-122.2620876""}}","","Asmara Restaurant","","","","","openai_web_search+google_geocode","https://asmararestaurantoakland.com/","","CA","Ethiopian","[{""S"":""Eritrean""},{""S"":""Oakland""}]","","restaurant","2025-12-19T17:55:36.103845+00:00","https://asmararestaurantoakland.com/"
"617 S Pickett St, Alexandria, VA","events","Alexandria","N/A","USA","","","Ethiopian | Eritrean | Habesha Holiday Market at 617 S Pickett St, Alexandria, VA.","{""formatted_address"":{""S"":""617 S Pickett St, Alexandria, VA 22304, USA""},""location_type"":{""S"":""ROOFTOP""}}","ethiopian-eritrean-habesha-holiday-market-alexandria-va-cultural-event-0495c89833147ae3","[]","","{""lat"":{""N"":""38.8062671""},""lon"":{""N"":""-77.1317024""}}","","Ethiopian | Eritrean | Habesha Holiday Market","","","","","openai_web_search+google_geocode","https://www.eventbrite.com/e/ethiopian-eritrean-habesha-holiday-market-tickets-1977103607111","","VA","cultural event","[{""S"":""Ethiopian""},{""S"":""Eritrean""},{""S"":""Habesha""},{""S"":""cultural event""},{""S"":""party""}]","","event","2025-12-19T17:59:45.428505+00:00","https://www.eventbrite.com/e/ethiopian-eritrean-habesha-holiday-market-tickets-1977103607111"
"512 S Van Dorn St Unit D, Alexandria, VA 22304","","Alexandria","703-566-0483","US","","","512 S Van Dorn St Unit D, Alexandria, VA 22304","{""formatted_address"":{""S"":""512 S Van Dorn St Unit D, Alexandria, VA 22304, USA""},""location_type"":{""S"":""ROOFTOP""}}","feru-bar-and-restaurant-alexandria-va-ethiopian-f2bb9686426ea60c","[]","","{""lat"":{""N"":""38.8059545""},""lon"":{""N"":""-77.1324709""}}","","Feru Bar and Restaurant","","","","","openai_web_search+google_geocode","https://ferurestaurantandbar.com/","","VA","ethiopian","[{""S"":""Ethiopian Restaurant""}]","","restaurant","2025-12-18T02:21:41.303622+00:00","https://ferurestaurantandbar.com/"
"Bole Medhaniyalem Area next to Brass Hospital","restaurants","Addis Ababa","+251 11 618 8888","Ethiopia","","","Habesha Restaurant offers diners an authentic Ethiopian meal, where they will sit on wooden stools around a mesop (Ethiopian dinner table).","{""formatted_address"":{""S"":""Addis Ababa, Ethiopia""},""location_type"":{""S"":""GEOMETRIC_CENTER""}}","habesha-ethiopian-restaurant-addis-ababa-addis-ababa-ethiopian-5c96bca863c84fa5","[]","","{""lat"":{""N"":""8.9900395""},""lon"":{""N"":""38.7935202""}}","","Habesha Ethiopian Restaurant","","","","","openai_web_search+google_geocode","https://www.icwe-secretariat.com/files/eLA15/Restaurants_and_social_events.pdf","","Addis Ababa","Ethiopian","[{""S"":""Ethiopian""},{""S"":""Habesha""}]","","restaurant","2025-12-19T17:55:49.892190+00:00","https://www.yodabyssinia.com/"
"1120-30 4th Street","restaurants","San Francisco","415-409-6649","USA","","","Authentic and Delicious Ethiopian Cuisine in San Francisco","{""formatted_address"":{""S"":""1120 4th St, San Francisco, CA 94158, USA""},""location_type"":{""S"":""ROOFTOP""}}","tadu-ethiopian-kitchen-san-francisco-ca-ethiopian-84766590ce9cde8a","[]","","{""lat"":{""N"":""37.77403""},""lon"":{""N"":""-122.3917069""}}","","Tadu Ethiopian Kitchen","","","","","openai_web_search+google_geocode","https://taduethiopiankitchen.com/","","CA","Ethiopian","[{""S"":""Ethiopian""},{""S"":""San Francisco""}]","","restaurant","2025-12-19T17:55:35.516411+00:00","https://taduethiopiankitchen.com/"
"","rentals","","","","2025-12-23T22:12:04.641341+00:00","","","","10599eb7-0b28-4c93-8337-2c2aeba51de9","","","","","room mate wanted","","",false,"","","","","","","","","","2025-12-23T22:12:04.641341+00:00",""
"Washington, DC","services","Washington","202-247-0837","USA","","","DC Mobile Notary
Start Application","{""formatted_address"":{""S"":""Washington, DC, USA""},""location_type"":{""S"":""APPROXIMATE""}}","dc-mobile-notary-washington-dc-ethiopian-6711edff34a38ad0","[]","","{""lat"":{""N"":""38.9071923""},""lon"":{""N"":""-77.0368707""}}","","DC Mobile Notary","","","","","openai_web_search+google_geocode","https://www.dcmobilenotary.com/countries/ethiopia-legalization-services","","DC","Ethiopian","[{""S"":""notary""},{""S"":""Ethiopian""}]","","notary","2025-12-19T18:02:33.827778+00:00","https://www.dcmobilenotary.com/countries/ethiopia-legalization-services"
"Washington, DC","services","Washington","301-244-8174","USA","","","Aseged Yimer & Associates Law Offices
See More info Here","{""formatted_address"":{""S"":""Washington, DC, USA""},""location_type"":{""S"":""APPROXIMATE""}}","aseged-yimer-associates-law-offices-washington-dc-ethiopian-f9b46d3289c9a578","[]","","{""lat"":{""N"":""38.9071923""},""lon"":{""N"":""-77.0368707""}}","","Aseged Yimer & Associates Law Offices","","","","","openai_web_search+google_geocode","https://habeshayellowpages.com/listings/ethiopian-lawyers-near-me/","","DC","Ethiopian","[{""S"":""lawyer""},{""S"":""Ethiopian""}]","","lawyer","2025-12-19T18:02:32.885308+00:00","https://habeshayellowpages.com/listings/ethiopian-lawyers-near-me/"
"Washington, DC","services","Washington","Not provided","USA","","","""Law Office of Berhan Dargay"" listed under Ethiopian Lawyers Near Me.","{""formatted_address"":{""S"":""Washington, DC, USA""},""location_type"":{""S"":""APPROXIMATE""}}","law-office-of-berhan-dargay-washington-dc-lawyer-e00ff41a24dbc279","[]","","{""lat"":{""N"":""38.9071923""},""lon"":{""N"":""-77.0368707""}}","","Law Office of Berhan Dargay","","","","","openai_web_search+google_geocode","https://habeshayellowpages.com/listings/ethiopian-lawyers-near-me/","","DC","lawyer","[{""S"":""lawyer""},{""S"":""Ethiopian""}]","","business","2025-12-19T18:03:39.106133+00:00","https://habeshayellowpages.com/listings/ethiopian-lawyers-near-me/"
"1234 5th Street, Sioux Falls, SD 57104","markets","Sioux Falls","","USA","","","1234 5th Street, Sioux Falls, SD 57104","{""formatted_address"":{""S"":""1234 W 5th St, Sioux Falls, SD 57104, USA""},""location_type"":{""S"":""RANGE_INTERPOLATED""}}","africa-market-sioux-falls-sd-market-acf6abb7beb35585","[]","","{""lat"":{""N"":""43.5527096""},""lon"":{""N"":""-96.743911""}}","","Africa Market","","","","","openai_web_search+google_geocode","https://africamarket.us/products/injera","","SD","market","[{""S"":""Ethiopian""},{""S"":""Eritrean""},{""S"":""Habesha""},{""S"":""grocery""},{""S"":""market""},{""S"":""injera""}]","","grocery","2025-12-19T17:57:54.985694+00:00","https://africamarket.us/products/injera"
"Princeton University, Princeton, NJ","events","Princeton","N/A","USA","","","Ethiopian and Eritrean New Years Celebration at Princeton University.","{""formatted_address"":{""S"":""Princeton, NJ 08544, USA""},""location_type"":{""S"":""GEOMETRIC_CENTER""}}","ethiopian-and-eritrean-new-years-celebration-princeton-nj-cultural-event-b942d8122f4085c2","[]","","{""lat"":{""N"":""40.3430942""},""lon"":{""N"":""-74.65507389999999""}}","","Ethiopian and Eritrean New Years Celebration","","","","","openai_web_search+google_geocode","https://www.princeton.edu/events/2023/ethiopian-and-eritrean-new-years-celebration","","NJ","cultural event","[{""S"":""Ethiopian""},{""S"":""Eritrean""},{""S"":""Habesha""},{""S"":""cultural event""}]","","event","2025-12-19T17:59:45.306278+00:00","https://www.princeton.edu/events/2023/ethiopian-and-eritrean-new-years-celebration"
